r,light_pl_475,light_pl_814,light_pl_160,light_comp_475,light_comp_814,light_comp_160
1.06,0.05902464407813821,0.11446658528011877,2.625807005455097,0.05961990303409634,0.11401612783777491,2.574248735417561
1.07,0.05827604639346162,0.11308656187058526,2.5936658043015655,0.05887932471482508,0.11262679875567116,2.5410320598579017
1.08,0.05754170752765532,0.11173389278123716,2.5621742466657174,0.058152724488233956,0.11126564589051167,2.508503486010304
1.09,0.05682115105405706,0.11040754453013586,2.5313062688048222,0.05743962214242344,0.10993160639852913,2.476637565979931
1.1,0.056113910920675275,0.10910660708526146,2.5010378435416745,0.05673954821558626,0.1086237437859802,2.445410704634548
1.11,0.05541957260395326,0.10783020866908007,2.4713504824624293,0.05605208663897737,0.10734116071228823,2.41480434572407
1.12,0.05473773754789281,0.10657747751563597,2.4422266298601416,0.05537683788921841,0.1060829598487267,2.384800781527203
1.1300000000000001,0.05406800720132853,0.10534756052237135,2.41364873002787,0.05471340244793867,0.10484826302747362,2.355382304322649
1.1400000000000001,0.053409990928958005,0.10413970355991253,2.385599227258674,0.054061388963811914,0.10363629369219932,2.3265312063891113
1.1500000000000001,0.0527633400738033,0.10295318518186906,2.3580605658456055,0.05342044939586795,0.10244630884078126,2.2982297800052924
1.16,0.052127719840993327,0.10178728396234864,2.3310151900817266,0.05279025000510788,0.10127756549214151,2.2704603174498983
1.17,0.05150279544435127,0.10064129253226259,2.304445544281735,0.05217045706150275,0.10012933510837525,2.2432051110221414
1.18,0.05088823818930038,0.09951458315015017,2.2783350409714065,0.0515607431026912,0.09900097096787563,2.2164473705719785
1.19,0.05028375388837466,0.0984065560805681,2.2526706432734596,0.0509608161707918,0.09789185512483514,2.1901736707661343
1.2,0.04968906049068373,0.09731661161901381,2.227440127999227,0.05037039679528599,0.09680136966523757,2.164371357384798
1.21,0.04910387595874581,0.0962441606710444,2.202631271960039,0.049789205519451096,0.09572890758193466,2.139027776208155
1.22,0.048527922926214766,0.09518867837961278,2.178231851967229,0.04921696767308919,0.09467392790216536,2.1141302730163916
1.23,0.04796095230760353,0.09414966393760701,2.154229644832131,0.04865343756546939,0.09363591437588228,2.089666193589696
1.24,0.0474027256055383,0.09312661658002967,2.130612427366077,0.04809838035552722,0.0926143507963307,2.0656228837082518
1.25,0.04685300434118635,0.09211904356978855,2.107367976380398,0.047551561221197275,0.09160872920509451,2.0419876891522466
1.26,0.04631155361916483,0.09112650415207825,2.0844845533116785,0.0470127489959986,0.0906185950533956,2.018748414965632
